         17512671 function calls (17373053 primitive calls) in 103.279 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      115    0.000    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:727(<listcomp>)
     2170    0.003    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/enum.py:515(__new__)
     1235    0.002    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1383(set_dash_capstyle)
        2    0.003    0.001    0.003    0.001 {method 'fill' of 'numpy.ndarray' objects}
      115    0.000    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:728(<listcomp>)
      122    0.000    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1865(transform_point)
      224    0.000    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:916(copy)
      540    0.001    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:1009(<listcomp>)
       17    0.000    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:296(_makeline)
      522    0.001    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:357(xmax)
        6    0.003    0.000    0.003    0.000 /Users/hjfreyer/src/RJMCMC/pipeline.py:499(<listcomp>)
     1694    0.001    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1885(inverted)
     1712    0.003    0.000    0.003    0.000 {built-in method matplotlib._path.affine_transform}
     1625    0.001    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1170(set_text)
   213/13    0.001    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/abc.py:194(__subclasscheck__)
      190    0.002    0.000    0.003    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2872(nonsingular)
     3480    0.002    0.000    0.002    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      310    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:567(__call__)
      524    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:350(ymin)
       31    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3204(set_ylim)
       18    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/gridspec.py:81(get_grid_positions)
  696/316    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2407(_invalidate_internal)
    17795    0.002    0.000    0.002    0.000 {built-in method builtins.id}
     1731    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1211(set_ydata)
      854    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:853(set_stretch)
     2195    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:318(get_transform)
     1098    0.002    0.000    0.002    0.000 {built-in method builtins.all}
     1084    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/_methods.py:43(_count_reduce_items)
     1294    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/pyplot.py:572(_auto_draw_if_interactive)
       13    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_subplots.py:109(update_params)
      924    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:604(format_data_short)
      960    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/fromnumeric.py:529(transpose)
      392    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1259(_get_rgba_face)
     1235    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1344(set_dash_joinstyle)
    11436    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
      170    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:780(unit)
      215    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/function_base.py:1851(diff)
      160    0.000    0.000    0.002    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1206(bind)
      378    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:243(get_rotation)
     1235    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1397(set_solid_capstyle)
      960    0.002    0.000    0.002    0.000 {method 'conjugate' of 'numpy.ndarray' objects}
      342    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2300(safe_first_element)
      584    0.002    0.000    0.002    0.000 {method 'round' of 'numpy.generic' objects}
      230    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:712(_get_transformed_path)
2898/1897    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2438(_get_is_affine)
      666    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/enum.py:801(__and__)
       42    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1517(transform_path)
     1235    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1154(set_markeredgewidth)
        2    0.000    0.000    0.002    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:1870(subplots_adjust)
      298    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numeric.py:83(zeros_like)
      462    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3497(format_ydata)
     1094    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1087(set_foreground)
      160    0.000    0.000    0.002    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1189(_bind)
      254    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:289(set_label1)
      211    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:513(apply_tickdir)
     1235    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1190(set_markersize)
       26    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:859(set_position)
      667    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1557(_update_enter_leave)
     1235    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1357(set_solid_joinstyle)
        3    0.000    0.000    0.002    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:5568(min)
      752    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2261(get_affine)
      254    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:300(set_label2)
      195    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:391(apply_tickdir)
      360    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/fftpack/basic.py:123(_asfarray)
      508    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:1197(score_weight)
       17    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2811(set_xbound)
      841    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     1252    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:625(axes)
      213    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:697(_transform_path)
      386    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1181(is_math_text)
      378    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:63(get_rotation)
     1280    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:35(_get_dash_pattern)
      868    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1220(set_usetex)
       42    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:669(_compute_offset)
      508    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:1179(score_stretch)
      120    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2860(_validate_converted_limits)
       13    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:646(__init__)
     2174    0.002    0.000    0.002    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     1235    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:968(set_antialiased)
     1100    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.result_type}
        1    0.002    0.002    0.002    0.002 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:2327(masked_invalid)
       16    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:841(_update_transScale)
      481    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/getlimits.py:507(__init__)
     4843    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
       85    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:297(set_facecolor)
       68    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numeric.py:2319(within_tol)
     1235    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:987(set_drawstyle)
      146    0.002    0.000    0.002    0.000 /Users/hjfreyer/src/RJMCMC/pipeline.py:1194(AcceptFromLikelihood)
      486    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numerictypes.py:771(__getitem__)
      643    0.002    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:2868(_set_cursor)
       12    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:2771(__new__)
       15    0.000    0.000    0.002    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:2724(__init__)
       17    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3156(set_ybound)
       31    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1004(set)
      868    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:960(set_color)
     1596    0.002    0.000    0.002    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        3    0.000    0.000    0.002    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:5689(max)
       21    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:1377(apply_aspect)
        4    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1726(__init__)
     2511    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:518(iterable)
       80    0.001    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:333(connect)
        5    0.000    0.000    0.002    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:276(__init__)
     1305    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/__init__.py:1328(is_interactive)
   171/80    0.000    0.000    0.001    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/typing.py:1145(__subclasscheck__)
      480    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numerictypes.py:857(<lambda>)
       45    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:406(set_fill)
     1235    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1141(set_markeredgecolor)
        8    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:6345(array)
      407    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:825(set_alpha)
     2400    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/type_check.py:106(real)
     1494    0.001    0.000    0.001    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
       63    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1425(update_units)
      360    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/_internal.py:259(data_as)
      205    0.001    0.000    0.001    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1351(_register)
      687    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1411(__init__)
      960    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/signal/_arraytools.py:49(axis_reverse)
     1668    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1761(__array__)
      752    0.001    0.000    0.001    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1373(_root)
     1932    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:985(<listcomp>)
    83/76    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1773(__eq__)
       16    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1717(set)
      220    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numeric.py:2460(seterr)
      508    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:1141(<listcomp>)
        8    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:930(_gen_axes_patch)
     1235    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:978(set_color)
       70    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:279(__array__)
       80    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/cycler.py:349(by_key)
      130    0.001    0.000    0.001    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1309(_options)
      538    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:55(get_hinting_flag)
      720    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numerictypes.py:737(type_repr)
      104    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1518(set_label_text)
